UNIQUE_IDENTIFIER,LIST_ID,LISTED_WATER_NAME,DETAILED_CAUSE,PARENT_CAUSE,CYCLE_YEAR,STATE,HUC8_LIST,FEATUREDETAILURL
AR-1C-11140109-014<<=>>2008,AR-1C-11140109-014,SALINE RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11140109,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-1C-11140109-014&p_cycle=2008&p_state=AR
AR-1C-11140109-025<<=>>2008,AR-1C-11140109-025,BEAR CREEK,NITRATES,NUTRIENTS,2008,AR,11140109,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-1C-11140109-025&p_cycle=2008&p_state=AR
AR-1C-11140109-933<<=>>2008,AR-1C-11140109-933,MINE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11140109,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-1C-11140109-933&p_cycle=2008&p_state=AR
AR-2B-8040205-002<<=>>2008,AR-2B-8040205-002,BAYOU BARTHOLOMEW,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-002&p_cycle=2008&p_state=AR
AR-2B-8040205-006<<=>>2008,AR-2B-8040205-006,BAYOU BARTHOLOMEW,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-006&p_cycle=2008&p_state=AR
AR-2B-8040205-007<<=>>2008,AR-2B-8040205-007,CUTOFF CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-007&p_cycle=2008&p_state=AR
AR-2B-8040205-013<<=>>2008,AR-2B-8040205-013,BAYOU BARTHOLOMEW,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-013&p_cycle=2008&p_state=AR
AR-2B-8040205-901<<=>>2008,AR-2B-8040205-901,BEARHOUSE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-901&p_cycle=2008&p_state=AR
AR-2B-8040205-904<<=>>2008,AR-2B-8040205-904,JACKS BAYOU,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-904&p_cycle=2008&p_state=AR
AR-2B-8040205-907<<=>>2008,AR-2B-8040205-907,CHEMIN-A-HAUT CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-907&p_cycle=2008&p_state=AR
AR-2B-8040205-909<<=>>2008,AR-2B-8040205-909,MAIN STREET DITCH,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-909&p_cycle=2008&p_state=AR
AR-2B-8040205-910<<=>>2008,AR-2B-8040205-910,BAYOU IMBEAU,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-910&p_cycle=2008&p_state=AR
AR-2B-8040205-912<<=>>2008,AR-2B-8040205-912,BAYOU BARTHOLOMEW,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2B-8040205-912&p_cycle=2008&p_state=AR
AR-2C-8040203-300<<=>>2008,AR-2C-8040203-300,COX CREEK LAKE,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,8040203,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2C-8040203-300&p_cycle=2008&p_state=AR
AR-2D-8040201-006<<=>>2008,AR-2D-8040201-006,SMACKOVER CR.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2D-8040201-006&p_cycle=2008&p_state=AR
AR-2D-8040201-007<<=>>2008,AR-2D-8040201-007,SMACKOVER CR.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2D-8040201-007&p_cycle=2008&p_state=AR
AR-2F-8040101-048<<=>>2008,AR-2F-8040101-048,PRAIRIE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8040101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-2F-8040101-048&p_cycle=2008&p_state=AR
AR-3A-8020401-003<<=>>2008,AR-3A-8020401-003,WABBASEKA BAYOU,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020401,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3A-8020401-003&p_cycle=2008&p_state=AR
AR-3B-8020402-001<<=>>2008,AR-3B-8020402-001,BAYOU METO,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020402,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3B-8020402-001&p_cycle=2008&p_state=AR
AR-3B-8020402-003<<=>>2008,AR-3B-8020402-003,BAYOU METO,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020402,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3B-8020402-003&p_cycle=2008&p_state=AR
AR-3B-8020402-006<<=>>2008,AR-3B-8020402-006,BAYOUTWO PRAIRIE,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020402,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3B-8020402-006&p_cycle=2008&p_state=AR
AR-3B-8020402-207<<=>>2008,AR-3B-8020402-207,PICKTHORNE LAKE,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,8020402,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3B-8020402-207&p_cycle=2008&p_state=AR
AR-3B-8020402-907<<=>>2008,AR-3B-8020402-907,BAYOU METO,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020402,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3B-8020402-907&p_cycle=2008&p_state=AR
AR-3C-11110207-022<<=>>2008,AR-3C-11110207-022,FOURCHE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110207,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3C-11110207-022&p_cycle=2008&p_state=AR
AR-3C-11110207-024<<=>>2008,AR-3C-11110207-024,FOURCHE CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110207,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3C-11110207-024&p_cycle=2008&p_state=AR
AR-3E-11110206-001<<=>>2008,AR-3E-11110206-001,FOURCHE LAFAVE,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110206,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3E-11110206-001&p_cycle=2008&p_state=AR
AR-3E-11110206-007<<=>>2008,AR-3E-11110206-007,FOURCHE LAFAVE RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110206,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3E-11110206-007&p_cycle=2008&p_state=AR
AR-3E-11110206-013<<=>>2008,AR-3E-11110206-013,"FOURCHE LA FAVE, SOUTH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110206,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3E-11110206-013&p_cycle=2008&p_state=AR
AR-3E-11110206-014<<=>>2008,AR-3E-11110206-014,"FOURCHELAFAVE, SOUTH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110206,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3E-11110206-014&p_cycle=2008&p_state=AR
AR-3F-11110203-932<<=>>2008,AR-3F-11110203-932,ARKANSAS RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110203,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3F-11110203-932&p_cycle=2008&p_state=AR
AR-3G-11110204-015<<=>>2008,AR-3G-11110204-015,DUTCH CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3G-11110204-015&p_cycle=2008&p_state=AR
AR-3I-11110105-001<<=>>2008,AR-3I-11110105-001,POTEAU RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11110105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3I-11110105-001&p_cycle=2008&p_state=AR
AR-3J-11070208-901<<=>>2008,AR-3J-11070208-901,TOWN BRANCH,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,11070208,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11070208-901&p_cycle=2008&p_state=AR
AR-3J-11110103-000<<=>>2008,AR-3J-11110103-000,LITTLE OSAGE CREEK,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,11110103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11110103-000&p_cycle=2008&p_state=AR
AR-3J-11110103-027<<=>>2008,AR-3J-11110103-027,MUDDY FORK,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,11110103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11110103-027&p_cycle=2008&p_state=AR
AR-3J-11110103-030<<=>>2008,AR-3J-11110103-030,OSAGE CREEK,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,11110103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11110103-030&p_cycle=2008&p_state=AR
AR-3J-11110103-531<<=>>2008,AR-3J-11110103-531,SWEPCO LAKE,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,11110103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11110103-531&p_cycle=2008&p_state=AR
AR-3J-11110103-931<<=>>2008,AR-3J-11110103-931,SPRING CREEK,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,11110103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11110103-931&p_cycle=2008&p_state=AR
AR-3J-11110103-932<<=>>2008,AR-3J-11110103-932,SAGER CREEK,NITRATES,NUTRIENTS,2008,AR,11110103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-3J-11110103-932&p_cycle=2008&p_state=AR
AR-4A-8020304-014<<=>>2008,AR-4A-8020304-014,PRAIRIE CYPRESS,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020304,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4A-8020304-014&p_cycle=2008&p_state=AR
AR-4A-8020304-914<<=>>2008,AR-4A-8020304-914,BOAT GUNWALE SLASH,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020304,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4A-8020304-914&p_cycle=2008&p_state=AR
AR-4C-11010013-006<<=>>2008,AR-4C-11010013-006,VILLAGE CR,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010013,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4C-11010013-006&p_cycle=2008&p_state=AR
AR-4C-11010013-007<<=>>2008,AR-4C-11010013-007,VILLAGE CR,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010013,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4C-11010013-007&p_cycle=2008&p_state=AR
AR-4C-11010013-008<<=>>2008,AR-4C-11010013-008,VILLAGE CR,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010013,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4C-11010013-008&p_cycle=2008&p_state=AR
AR-4D-8020301-015<<=>>2008,AR-4D-8020301-015,WATTENSAW BAYOU,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020301,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4D-8020301-015&p_cycle=2008&p_state=AR
AR-4F-11010004-017<<=>>2008,AR-4F-11010004-017,GREENBRIER CR.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4F-11010004-017&p_cycle=2008&p_state=AR
AR-4F-11010006-001<<=>>2008,AR-4F-11010006-001,NORTH FORK RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4F-11010006-001&p_cycle=2008&p_state=AR
AR-4G-11010007-001<<=>>2008,AR-4G-11010007-001,BLACK RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4G-11010007-001&p_cycle=2008&p_state=AR
AR-4G-11010007-002<<=>>2008,AR-4G-11010007-002,BLACK RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4G-11010007-002&p_cycle=2008&p_state=AR
AR-4G-11010008-001<<=>>2008,AR-4G-11010008-001,CURRENT RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4G-11010008-001&p_cycle=2008&p_state=AR
AR-4G-11010008-017<<=>>2008,AR-4G-11010008-017,CURRENT RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4G-11010008-017&p_cycle=2008&p_state=AR
AR-4G-11010009-005<<=>>2008,AR-4G-11010009-005,BLACK RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4G-11010009-005&p_cycle=2008&p_state=AR
AR-4H-11010010-003<<=>>2008,AR-4H-11010010-003,SPRING RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010010,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4H-11010010-003&p_cycle=2008&p_state=AR
AR-4H-11010010-008T<<=>>2008,AR-4H-11010010-008T,WARM FORK SPRING R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010010,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4H-11010010-008T&p_cycle=2008&p_state=AR
AR-4H-11010011-001<<=>>2008,AR-4H-11010011-001,ELEVEN POINT,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010011,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4H-11010011-001&p_cycle=2008&p_state=AR
AR-4I-11010003-902<<=>>2008,AR-4I-11010003-902,WHITE RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4I-11010003-902&p_cycle=2008&p_state=AR
AR-4J-11010005-005<<=>>2008,AR-4J-11010005-005,BUFFALO RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4J-11010005-005&p_cycle=2008&p_state=AR
AR-4J-11010005-027<<=>>2008,AR-4J-11010005-027,BIG CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4J-11010005-027&p_cycle=2008&p_state=AR
AR-4K-11010001-024<<=>>2008,AR-4K-11010001-024,WEST FORK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4K-11010001-024&p_cycle=2008&p_state=AR
AR-4K-11010001-026<<=>>2008,AR-4K-11010001-026," MIDDLE FORK, WHITE R.",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4K-11010001-026&p_cycle=2008&p_state=AR
AR-4K-11010001-027<<=>>2008,AR-4K-11010001-027,WHITE RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4K-11010001-027&p_cycle=2008&p_state=AR
AR-4K-11010001-042<<=>>2008,AR-4K-11010001-042,KINGS RIVER,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4K-11010001-042&p_cycle=2008&p_state=AR
AR-4K-11010001-916<<=>>2008,AR-4K-11010001-916,LEATHERWOOD CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,11010001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-4K-11010001-916&p_cycle=2008&p_state=AR
AR-5A-8020203-014<<=>>2008,AR-5A-8020203-014,ST. FRANCIS R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020203,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5A-8020203-014&p_cycle=2008&p_state=AR
AR-5A-8020203-550<<=>>2008,AR-5A-8020203-550,POINSETTE LAKE,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,AR,8020203,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5A-8020203-550&p_cycle=2008&p_state=AR
AR-5A-8020203-906<<=>>2008,AR-5A-8020203-906,TEN MILE BAYOU,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020203,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5A-8020203-906&p_cycle=2008&p_state=AR
AR-5B-8020205-001<<=>>2008,AR-5B-8020205-001,L'ANGUILLE R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5B-8020205-001&p_cycle=2008&p_state=AR
AR-5B-8020205-002<<=>>2008,AR-5B-8020205-002,L'ANGUILLE R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5B-8020205-002&p_cycle=2008&p_state=AR
AR-5B-8020205-003<<=>>2008,AR-5B-8020205-003,L'ANGUILLE R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5B-8020205-003&p_cycle=2008&p_state=AR
AR-5B-8020205-004<<=>>2008,AR-5B-8020205-004,L'ANGUILLE R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5B-8020205-004&p_cycle=2008&p_state=AR
AR-5B-8020205-005<<=>>2008,AR-5B-8020205-005,L'ANGUILLE R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5B-8020205-005&p_cycle=2008&p_state=AR
AR-5B-8020205-008<<=>>2008,AR-5B-8020205-008,SECOND CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AR,8020205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AR-5B-8020205-008&p_cycle=2008&p_state=AR
AZ15030107-001_00<<=>>2008,AZ15030107-001_00,"COLORADO RIVER, FROM MAIN CANAL TO MEXICO BORDER",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15030107,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15030107-001_00&p_cycle=2008&p_state=AZ
AZ15030204-003_00<<=>>2008,AZ15030204-003_00,"BILL WILLIAMS RIVER, FROM ALAMO LAKE TO CASTANEDA WASH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15030204-003_00&p_cycle=2008&p_state=AZ
AZ15030204-003_00<<=>>2008,AZ15030204-003_00,"BILL WILLIAMS RIVER, FROM ALAMO LAKE TO CASTANEDA WASH","AMMONIA, UN-IONIZED",AMMONIA,2008,AZ,15030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15030204-003_00&p_cycle=2008&p_state=AZ
AZ15050100-012B_00<<=>>2008,AZ15050100-012B_00,"MINERAL CREEK, FROM DEVILS CANYON TO GILA RIVER",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15050100,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15050100-012B_00&p_cycle=2008&p_state=AZ
AZ15050202-002_00<<=>>2008,AZ15050202-002_00,"SAN PEDRO RIVER, FROM DRAGOON WASH TO TRES ALAMOS WASH",NITRATES,NUTRIENTS,2008,AZ,15050202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15050202-002_00&p_cycle=2008&p_state=AZ
AZ15050301-011_00<<=>>2008,AZ15050301-011_00,"NOGALES & EAST NOGALES WASH, FROM MEX BRDER TO PORTERO CREEK","AMMONIA, UN-IONIZED",AMMONIA,2008,AZ,15050301,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15050301-011_00&p_cycle=2008&p_state=AZ
AZ15060105-013A<<=>>2008,AZ15060105-013A,"TONTO CREEK, FROM HEADWATERS TO TRIB AT 341810/1100414","PHOSPHORUS, TOTAL",NUTRIENTS,2008,AZ,15060105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15060105-013A&p_cycle=2008&p_state=AZ
AZ15060105-013A<<=>>2008,AZ15060105-013A,"TONTO CREEK, FROM HEADWATERS TO TRIB AT 341810/1100414",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15060105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15060105-013A&p_cycle=2008&p_state=AZ
AZ15060105-353_00<<=>>2008,AZ15060105-353_00,"CHRISTOPHER CREEK, FROM HEADWATERS TO TONTO CREEK","PHOSPHORUS, TOTAL",NUTRIENTS,2008,AZ,15060105,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15060105-353_00&p_cycle=2008&p_state=AZ
AZ15060106A-003_00<<=>>2008,AZ15060106A-003_00,"SALT RIVER, FROM STEWART MOUNTAIN DAM TO VERDE RIVER",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15060106,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZ15060106A-003_00&p_cycle=2008&p_state=AZ
AZL15030204-0040A<<=>>2008,AZL15030204-0040A,"ALAMO LAKE, A BILL WILLIAMS RIVER RESERVOIR",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15030204-0040A&p_cycle=2008&p_state=AZ
AZL15030204-0040A<<=>>2008,AZL15030204-0040A,"ALAMO LAKE, A BILL WILLIAMS RIVER RESERVOIR","AMMONIA, UN-IONIZED",AMMONIA,2008,AZ,15030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15030204-0040A&p_cycle=2008&p_state=AZ
AZL15060106A-0070<<=>>2008,AZL15060106A-0070,APACHE LAKE,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15060106,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15060106A-0070&p_cycle=2008&p_state=AZ
AZL15060106A-0250<<=>>2008,AZL15060106A-0250,CANYON LAKE,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15060106,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15060106A-0250&p_cycle=2008&p_state=AZ
AZL15060106B-0050<<=>>2008,AZL15060106B-0050,ALVORD PARK LAKE,"AMMONIA, UN-IONIZED",AMMONIA,2008,AZ,15060106,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15060106B-0050&p_cycle=2008&p_state=AZ
AZL15060106B-0300<<=>>2008,AZL15060106B-0300,CHAPARRAL PARK LAKE,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15060106,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15060106B-0300&p_cycle=2008&p_state=AZ
AZL15060106B-0410<<=>>2008,AZL15060106B-0410,CORTEZ PARK LAKE,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,AZ,15060106,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=AZL15060106B-0410&p_cycle=2008&p_state=AZ
